Date,Airline,Departure,Arrival,OverallRating,ReportLink
13/04/2024,American Airlines,ORDChicago O'Hare international - Illinois,PVRPuerto Vallarta Gustavo Diaz Ordaz Int'l ,8,../flightlog/report_603956_American Airlines_313.htm
13/04/2024,SAS Scandinavian Airlines,CPHCopenhagen Kastrup ,ARNStockholm Arlanda ,7,../flightlog/report_605584_SAS Scandinavian Airlines_1408.htm
10/04/2024,Sunclass Airlines,XFWHamburg Finkenwerder ,CPHCopenhagen Kastrup ,10,../flightlog/report_602898_Sunclass Airlines_4991.htm
09/04/2024,Delta Air Lines,DTWDetroit Wayne County - Michigan,JFKNew York John F Kennedy Int'l - New York,9,../flightlog/report_602848_Delta Air Lines_5244.htm
08/04/2024,Delta Air Lines,LGANew York La Guardia - New York,DTWDetroit Wayne County - Michigan,9,../flightlog/report_602847_Delta Air Lines_2575.htm
08/04/2024,Air France,CDGParis Charles De Gaulle ,MADMadrid Adolfo Suárez ,8,../flightlog/report_605608_Air France_1400.htm
06/04/2024,SAS Scandinavian Airlines,ARNStockholm Arlanda ,OSLOslo Gardermoen ,7,../flightlog/report_605582_SAS Scandinavian Airlines_885.htm
06/04/2024,SAS Scandinavian Airlines,OSLOslo Gardermoen ,CPHCopenhagen Kastrup ,6,../flightlog/report_605583_SAS Scandinavian Airlines_1475.htm
04/04/2024,Delta Air Lines,BCNBarcelona El Prat ,JFKNew York John F Kennedy Int'l - New York,8,../flightlog/report_602283_Delta Air Lines_169.htm
02/04/2024,Avianca,BGABucaramanga  ,BOGSantafe De Bogota Eldorado Intl ,10,../flightlog/report_610500_Avianca_9711.htm
29/03/2024,Brussels Airlines,BRUBrussels Brussels ,BCNBarcelona El Prat ,7,../flightlog/report_601637_Brussels Airlines_3705.htm
28/03/2024,VivaAeroBus,MEXMexico City Juarez Int'l ,MIDMerida  ,9,../flightlog/report_601782_VivaAeroBus_1108.htm
24/03/2024,Qatar Airways,CGKJakarta Soekarno - Hatta ,DOHDoha International ,9,../flightlog/report_601055_Qatar Airways_957.htm
23/03/2024,Spirit Airlines,LASLas Vegas Mccarran International - Nevada,SJCSan Jose  - California,6,../flightlog/report_601030_Spirit Airlines_2518.htm
23/03/2024,Volaris,MIDMerida  ,NLUMexico City  - Felipe Angeles International,10,../flightlog/report_601781_Volaris_1049.htm
22/03/2024,Spirit Airlines,MKEMilwaukee General Mitchell Int'l  - Wisconsin,LASLas Vegas Mccarran International - Nevada,6,../flightlog/report_601015_Spirit Airlines_414.htm
19/03/2024,SAS Scandinavian Airlines,BGOBergen Flesland ,SVGStavanger Sola ,8,../flightlog/report_600734_SAS Scandinavian Airlines_4163.htm
18/03/2024,KLM,BCNBarcelona El Prat ,AMSAmsterdam Schiphol ,7,../flightlog/report_600654_KLM_1674.htm
18/03/2024,SAS Scandinavian Airlines,SVGStavanger Sola ,BGOBergen Flesland ,8,../flightlog/report_600733_SAS Scandinavian Airlines_4166.htm
16/03/2024,Air Baltic,TLLTallinn Ulemiste ,AMSAmsterdam Schiphol ,10,../flightlog/report_600476_Air Baltic_857.htm
16/03/2024,KLM,AMSAmsterdam Schiphol ,RNSRennes St Jacques ,10,../flightlog/report_600487_KLM_1255.htm
14/03/2024,Air Baltic,RIXRiga International ,TLLTallinn Ulemiste ,10,../flightlog/report_600475_Air Baltic_315.htm
10/03/2024,KLM,RNSRennes St Jacques ,AMSAmsterdam Schiphol ,10,../flightlog/report_599948_KLM_1256.htm
10/03/2024,Air Baltic,AMSAmsterdam Schiphol ,RIXRiga International ,10,../flightlog/report_600128_Air Baltic_620.htm
04/03/2024,United Airlines,LASLas Vegas Mccarran International - Nevada,EWRNew York Newark International - New York,9,../flightlog/report_599531_United Airlines_406.htm
03/03/2024,GOL Transportes Aereos,CWBCuritiba Afonso Pena Int'l ,CGHSao Paulo Congonhas Int'l ,9,../flightlog/report_604955_GOL Transportes Aereos_1145.htm
02/03/2024,GOL Transportes Aereos,CGHSao Paulo Congonhas Int'l ,CWBCuritiba Afonso Pena Int'l ,9,../flightlog/report_604954_GOL Transportes Aereos_1100.htm
24/02/2024,Transavia Airlines,EINEindhoven Welschap ,BCNBarcelona El Prat ,8,../flightlog/report_598635_Transavia Airlines_6787.htm
20/02/2024,Norwegian Air Sweden,BCNBarcelona El Prat ,CPHCopenhagen Kastrup ,9,../flightlog/report_599123_Norwegian Air Sweden_5512.htm
18/02/2024,Delta Air Lines,JFKNew York John F Kennedy Int'l - New York,AMSAmsterdam Schiphol ,9,../flightlog/report_598297_Delta Air Lines_46.htm
18/02/2024,American Airlines,SJCSan Jose  - California,PHXPhoenix Sky Harbor International Airport - Arizona,8,../flightlog/report_598046_American Airlines_3992.htm
18/02/2024,GOL Transportes Aereos,POAPorto Alegre Salgado Filho Int'l ,GRUSao Paulo Guarulhos Int'l ,5,../flightlog/report_598210_GOL Transportes Aereos_1931.htm
17/02/2024,TUI Airlines Nederland,LPALas Palmas De Gran Canaria Gando ,TFSTenerife Sur Reina Sofia ,7,../flightlog/report_602753_TUI Airlines Nederland_1653.htm
17/02/2024,TUI Airlines Nederland,TFSTenerife Sur Reina Sofia ,EINEindhoven Welschap ,6,../flightlog/report_602754_TUI Airlines Nederland_1653.htm
16/02/2024,GOL Transportes Aereos,GRUSao Paulo Guarulhos Int'l ,POAPorto Alegre Salgado Filho Int'l ,8,../flightlog/report_598209_GOL Transportes Aereos_1262.htm
14/02/2024,American Airlines,AUSAustin Bergstrom - Texas,JFKNew York John F Kennedy Int'l - New York,9,../flightlog/report_607473_American Airlines_2292.htm
10/02/2024,Thai AirAsia,PENPenang  ,DMKBangkok Don Muang ,8,../flightlog/report_597383_Thai AirAsia_329.htm
10/02/2024,TUI Airlines Nederland,EINEindhoven Welschap ,LPALas Palmas De Gran Canaria Gando ,7,../flightlog/report_602751_TUI Airlines Nederland_1653.htm
07/02/2024,Delta Air Lines,AMSAmsterdam Schiphol ,JFKNew York John F Kennedy Int'l - New York,9,../flightlog/report_596877_Delta Air Lines_49.htm
02/02/2024,Delta Air Lines,LAXLos Angeles International - California,HNLHonolulu  - Hawaii,6,../flightlog/report_604939_Delta Air Lines_443.htm
31/01/2024,Vueling Airlines,STRStuttgart Echterdingen ,BCNBarcelona El Prat ,8,../flightlog/report_597468_Vueling Airlines_1869.htm
27/01/2024,WestJet Airlines,PVRPuerto Vallarta Gustavo Diaz Ordaz Int'l ,YXXAbbotsford Abbotsford Airport - British Columbia,5,../flightlog/report_595707_WestJet Airlines_2215.htm
26/01/2024,JetSMART Argentina,AEPBuenos Aires Jorge Newbery ,IGRlguazu Cataratas ,10,../flightlog/report_595701_JetSMART Argentina_3142.htm
22/01/2024,Ryanair,AGPMalaga Pablo Ruiz Picasso ,MANManchester Ringway International Airport ,9,../flightlog/report_603751_Ryanair_2447.htm
19/01/2024,LATAM Chile,SCLSantiago Arturo Merino Benitez ,CCPConcepcion Carriel Sur ,9,../flightlog/report_606037_LATAM Chile_3.htm
18/01/2024,Air France,AMSAmsterdam Schiphol ,CDGParis Charles De Gaulle ,9,../flightlog/report_605599_Air France_1941.htm
16/01/2024,WestJet Airlines,YXXAbbotsford Abbotsford Airport - British Columbia,PVRPuerto Vallarta Gustavo Diaz Ordaz Int'l ,5,../flightlog/report_594835_WestJet Airlines_2214.htm
15/01/2024,Vueling Airlines,BCNBarcelona El Prat ,AMSAmsterdam Schiphol ,7,../flightlog/report_594713_Vueling Airlines_8311.htm
14/01/2024,Qatar Airways,CGKJakarta Soekarno - Hatta ,DOHDoha International ,8,../flightlog/report_594530_Qatar Airways_957.htm
12/01/2024,Cebu Pacific Airlines,BKKBangkok Suvarnabhumi Airport ,MNLManila Ninoy Aquino Int'l ,9,../flightlog/report_594359_Cebu Pacific Airlines_930.htm
11/01/2024,LATAM Brasil,GRUSao Paulo Guarulhos Int'l ,AEPBuenos Aires Jorge Newbery ,8,../flightlog/report_595699_LATAM Brasil_8140.htm
09/01/2024,Cebu Pacific Airlines,MNLManila Ninoy Aquino Int'l ,BKKBangkok Suvarnabhumi Airport ,9,../flightlog/report_594124_Cebu Pacific Airlines_929.htm
07/01/2024,Ethiopian Airlines,ADDAddis Ababa Bole ,ARNStockholm Arlanda ,6,../flightlog/report_594051_Ethiopian Airlines_714.htm
07/01/2024,Ethiopian Airlines,JNBJohannesburg Johannesburg Int'l ,ADDAddis Ababa Bole ,6,../flightlog/report_594052_Ethiopian Airlines_808.htm
05/01/2024,Southwest Airlines,MKEMilwaukee General Mitchell Int'l  - Wisconsin,MCIKansas City International - Missouri,7,../flightlog/report_593822_Southwest Airlines_790.htm
05/01/2024,Southwest Airlines,MCIKansas City International - Missouri,LGBLong Beach Long Beach Municipal - California,5,../flightlog/report_594063_Southwest Airlines_2991.htm
02/01/2024,South African Airways,CPTCape Town D.F Malan ,JNBJohannesburg Johannesburg Int'l ,5,../flightlog/report_594053_South African Airways_316.htm
28/12/2023,Delta Air Lines,JFKNew York John F Kennedy Int'l - New York,BCNBarcelona El Prat ,9,../flightlog/report_593356_Delta Air Lines_168.htm
27/12/2023,Swiss International Air Lines,EZEBuenos Aires Ministro Pistarini ,GRUSao Paulo Guarulhos Int'l ,9,../flightlog/report_598207_Swiss International Air Lines_93.htm
26/12/2023,EasyJet Europe,LGWLondon Gatwick ,MXPMilan Malpensa ,8,../flightlog/report_593210_EasyJet Europe_28377.htm
23/12/2023,EasyJet Europe,MXPMilan Malpensa ,LGWLondon Gatwick ,8,../flightlog/report_623549_EasyJet Europe_28302.htm
20/12/2023,TUIfly,MUCMunich Franz Josef Strauss ,TFSTenerife Sur Reina Sofia ,6,../flightlog/report_592690_TUIfly_2196.htm
18/12/2023,Delta Air Lines,BCNBarcelona El Prat ,JFKNew York John F Kennedy Int'l - New York,9,../flightlog/report_592619_Delta Air Lines_169.htm
16/12/2023,Southwest Airlines,LGBLong Beach Long Beach Municipal - California,DALDallas Love Field - Texas,6,../flightlog/report_592489_Southwest Airlines_2146.htm
16/12/2023,Southwest Airlines,DALDallas Love Field - Texas,MKEMilwaukee General Mitchell Int'l  - Wisconsin,7,../flightlog/report_592925_Southwest Airlines_2134.htm
16/12/2023,Swiss International Air Lines,GRUSao Paulo Guarulhos Int'l ,EZEBuenos Aires Ministro Pistarini ,10,../flightlog/report_598206_Swiss International Air Lines_92.htm
15/12/2023,Qatar Airways,DOHDoha International ,CGKJakarta Soekarno - Hatta ,8,../flightlog/report_592360_Qatar Airways_956.htm
15/12/2023,JetBlue Airways,JFKNew York John F Kennedy Int'l - New York,LAXLos Angeles International - California,10,../flightlog/report_605528_JetBlue Airways_1025.htm
12/12/2023,ITA - Italia Trasporto Aereo,LINMilan Linate ,FCORome Fiumicino ,9,../flightlog/report_592189_ITA - Italia Trasporto Aereo_2013.htm
11/12/2023,Bangkok Airways,HKTPhuket Phuket International ,BKKBangkok Suvarnabhumi Airport ,9,../flightlog/report_605590_Bangkok Airways_274.htm
10/12/2023,Alaska Airlines,SEASeattle Tacoma Int'l - Washington,AUSAustin Bergstrom - Texas,1,../flightlog/report_592161_Alaska Airlines_318.htm
10/12/2023,Japan Airlines,HNDTokyo Haneda International ,SEASeattle Tacoma Int'l - Washington,8,../flightlog/report_592099_Japan Airlines_68.htm
09/12/2023,Lufthansa,YULMontreal Trudeau International (Dorval)  - Quebec,MUCMunich Franz Josef Strauss ,10,../flightlog/report_600432_Lufthansa_475.htm
06/12/2023,Eurowings,CGNCologne Konrad Adenauer ,BERBerlin Brandenburg ,8,../flightlog/report_592001_Eurowings_18.htm
06/12/2023,Bangkok Airways,BKKBangkok Suvarnabhumi Airport ,HKTPhuket Phuket International ,9,../flightlog/report_605587_Bangkok Airways_273.htm
03/12/2023,Japan Airlines Domestic,HNDTokyo Haneda International ,FUKFukuoka  ,7,../flightlog/report_591649_Japan Airlines Domestic_329.htm
02/12/2023,Vueling Airlines,PRGPrague Václava Havla Praha ,BCNBarcelona El Prat ,9,../flightlog/report_591662_Vueling Airlines_8655.htm
02/12/2023,American Airlines,AUSAustin Bergstrom - Texas,DFWDallas Dallas Ft Worth - Texas,8,../flightlog/report_591648_American Airlines_603.htm
02/12/2023,Japan Airlines,DFWDallas Dallas Ft Worth - Texas,HNDTokyo Haneda International ,7,../flightlog/report_591646_Japan Airlines_11.htm
30/11/2023,United Airlines,IAHHouston George Bush Int'l Airport - Texas,SNASanta Ana John Wayne - California,6,../flightlog/report_591495_United Airlines_1337.htm
30/11/2023,United Airlines,CVGCincinnati Northern Kentucky Int'l   - Kentucky,IAHHouston George Bush Int'l Airport - Texas,7,../flightlog/report_591494_United Airlines_2078.htm
28/11/2023,GOL Transportes Aereos,CNFBelo Horizonte Tancredo Neves Int'l ,CGHSao Paulo Congonhas Int'l ,9,../flightlog/report_591399_GOL Transportes Aereos_4033.htm
28/11/2023,GOL Transportes Aereos,CGHSao Paulo Congonhas Int'l ,CWBCuritiba Afonso Pena Int'l ,9,../flightlog/report_591400_GOL Transportes Aereos_1166.htm
28/11/2023,KLM,AMSAmsterdam Schiphol ,PRGPrague Václava Havla Praha ,8,../flightlog/report_591332_KLM_1359.htm
28/11/2023,United Airlines,EWRNew York Newark International - New York,LASLas Vegas Mccarran International - Nevada,9,../flightlog/report_591371_United Airlines_2294.htm
28/11/2023,Freight Runners Express,DSMDes Moines International Airport - Iowa,VPZValparaiso  - Indiana,1,../flightlog/report_591329_Freight Runners Express_401.htm
21/11/2023,Air France,MRUMauritius S.Seewoosagur Ram. Intl ,CDGParis Charles De Gaulle ,8,../flightlog/report_599964_Air France_473.htm
19/11/2023,United Airlines,IAHHouston George Bush Int'l Airport - Texas,EWRNew York Newark International - New York,9,../flightlog/report_590620_United Airlines_1657.htm
18/11/2023,Qatar Airways,HKTPhuket Phuket International ,DOHDoha International ,9,../flightlog/report_623547_Qatar Airways_843.htm
18/11/2023,Qatar Airways,DOHDoha International ,MXPMilan Malpensa ,10,../flightlog/report_623548_Qatar Airways_117.htm
16/11/2023,VivaAeroBus,TIJTijuana  ,MTYMonterrey Gen Mariano Escobedo ,10,../flightlog/report_590372_VivaAeroBus_4085.htm
16/11/2023,Qatar Airways,CGKJakarta Soekarno - Hatta ,DOHDoha International ,10,../flightlog/report_590306_Qatar Airways_957.htm
14/11/2023,VoePass Linhas Aereas,CGHSao Paulo Congonhas Int'l ,IZAJuiz de Fora  ,8,../flightlog/report_591398_VoePass Linhas Aereas_2250.htm
14/11/2023,United Airlines,EWRNew York Newark International - New York,CVGCincinnati Northern Kentucky Int'l   - Kentucky,7,../flightlog/report_590210_United Airlines_4186.htm
13/11/2023,United Airlines,SNASanta Ana John Wayne - California,EWRNew York Newark International - New York,7,../flightlog/report_590188_United Airlines_1515.htm
11/11/2023,World2fly,CUNCancun Cancun International ,MADMadrid Adolfo Suárez ,9,../flightlog/report_590130_World2fly_2502.htm
09/11/2023,Azul Linhas Aereas,CWBCuritiba Afonso Pena Int'l ,CGHSao Paulo Congonhas Int'l ,9,../flightlog/report_591397_Azul Linhas Aereas_6019.htm
07/11/2023,Delta Air Lines,JFKNew York John F Kennedy Int'l - New York,AMSAmsterdam Schiphol ,9,../flightlog/report_589751_Delta Air Lines_46.htm
06/11/2023,LATAM Brasil,SCLSantiago Arturo Merino Benitez ,GRUSao Paulo Guarulhos Int'l ,9,../flightlog/report_591200_LATAM Brasil_8210.htm
04/11/2023,JetBlue Airways,DENDenver International - Colorado,JFKNew York John F Kennedy Int'l - New York,5,../flightlog/report_589966_JetBlue Airways_98.htm
02/11/2023,Qatar Airways,DOHDoha International ,HKTPhuket Phuket International ,8,../flightlog/report_623545_Qatar Airways_846.htm
02/11/2023,LATAM Brasil,GRUSao Paulo Guarulhos Int'l ,SCLSantiago Arturo Merino Benitez ,9,../flightlog/report_591199_LATAM Brasil_8211.htm
01/11/2023,Emirates,FRAFrankfurt Frankfurt Main ,DXBDubai  ,9,../flightlog/report_588982_Emirates_46.htm
01/11/2023,Qatar Airways,MXPMilan Malpensa ,DOHDoha International ,10,../flightlog/report_623544_Qatar Airways_118.htm
31/10/2023,Discover Airlines,CUNCancun Cancun International ,FRAFrankfurt Frankfurt Main ,10,../flightlog/report_589096_Discover Airlines_11.htm
26/10/2023,Avianca El Salvador,SALSan Salvador El Salvador Intl ,MEXMexico City Juarez Int'l ,10,../flightlog/report_588773_Avianca El Salvador_430.htm
22/10/2023,Air France,FCORome Fiumicino ,CDGParis Charles De Gaulle ,10,../flightlog/report_588348_Air France_1605.htm
19/10/2023,Delta Air Lines,AMSAmsterdam Schiphol ,JFKNew York John F Kennedy Int'l - New York,8,../flightlog/report_588097_Delta Air Lines_49.htm
15/10/2023,ITA - Italia Trasporto Aereo,CDGParis Charles De Gaulle ,FCORome Fiumicino ,6,../flightlog/report_588350_ITA - Italia Trasporto Aereo_319.htm
11/10/2023,Air France,LYSLyon St. Exupéry ,BODBordeaux Merignac ,2,../flightlog/report_587365_Air France_1514.htm
09/10/2023,British Airways,LCYLondon City Airport ,GLAGlasgow International ,6,../flightlog/report_593924_British Airways_8726.htm
08/10/2023,LATAM Brasil,POAPorto Alegre Salgado Filho Int'l ,CGHSao Paulo Congonhas Int'l ,7,../flightlog/report_591198_LATAM Brasil_3165.htm
06/10/2023,LATAM Brasil,GRUSao Paulo Guarulhos Int'l ,POAPorto Alegre Salgado Filho Int'l ,7,../flightlog/report_591197_LATAM Brasil_3422.htm
02/10/2023,KLM,BCNBarcelona El Prat ,AMSAmsterdam Schiphol ,8,../flightlog/report_586405_KLM_1670.htm
02/10/2023,KLM,AMSAmsterdam Schiphol ,LYSLyon St. Exupéry ,8,../flightlog/report_586452_KLM_1417.htm
30/09/2023,Korean Air,SFOSan Francisco San Francisco International - California,ICNIncheon  ,8,../flightlog/report_590520_Korean Air_24.htm
27/09/2023,Southwest Airlines,DENDenver International - Colorado,LASLas Vegas Mccarran International - Nevada,8,../flightlog/report_585963_Southwest Airlines_2063.htm
27/09/2023,Southwest Airlines,LASLas Vegas Mccarran International - Nevada,BLIBellingham  - Washington,8,../flightlog/report_585964_Southwest Airlines_3294.htm
24/09/2023,Air Europa,PMIPalma de Mallorca Son San Juan ,BCNBarcelona El Prat ,9,../flightlog/report_585661_Air Europa_6102.htm
24/09/2023,EasyJet,DBVDubrovnik Cilipi ,MANManchester Ringway International Airport ,7,../flightlog/report_585759_EasyJet_9244.htm
24/09/2023,Southwest Airlines,SJCSan Jose  - California,SNASanta Ana John Wayne - California,6,../flightlog/report_586389_Southwest Airlines_1296.htm
24/09/2023,United Airlines,IADWashington Dulles Int'l Airport - District of Columbia,SFOSan Francisco San Francisco International - California,10,../flightlog/report_590519_United Airlines_277.htm
23/09/2023,TUI Airlines Belgium,BRUBrussels Brussels ,BJVBodrum Milas Airport ,8,../flightlog/report_585615_TUI Airlines Belgium_3251.htm
21/09/2023,Southwest Airlines,SNASanta Ana John Wayne - California,SJCSan Jose  - California,6,../flightlog/report_585363_Southwest Airlines_2331.htm
21/09/2023,Air Europa,BCNBarcelona El Prat ,PMIPalma de Mallorca Son San Juan ,10,../flightlog/report_585307_Air Europa_6007.htm
21/09/2023,Qatar Airways,CGKJakarta Soekarno - Hatta ,DOHDoha International ,9,../flightlog/report_585322_Qatar Airways_957.htm
19/09/2023,Korean Air,ICNIncheon  ,IADWashington Dulles Int'l Airport - District of Columbia,10,../flightlog/report_590518_Korean Air_93.htm
17/09/2023,Frontier Airlines,DENDenver International - Colorado,SNASanta Ana John Wayne - California,6,../flightlog/report_584923_Frontier Airlines_9583.htm
16/09/2023,Southwest Airlines,BLIBellingham  - Washington,DENDenver International - Colorado,7,../flightlog/report_585461_Southwest Airlines_5009.htm
15/09/2023,Frontier Airlines,SNASanta Ana John Wayne - California,DENDenver International - Colorado,6,../flightlog/report_584735_Frontier Airlines_9582.htm
12/09/2023,EasyJet,MANManchester Ringway International Airport ,SPUSplit  ,10,../flightlog/report_585758_EasyJet_2245.htm
11/09/2023,Delta Air Lines,SEASeattle Tacoma Int'l - Washington,SNASanta Ana John Wayne - California,7,../flightlog/report_584408_Delta Air Lines_2157.htm
08/09/2023,Delta Air Lines,SNASanta Ana John Wayne - California,SEASeattle Tacoma Int'l - Washington,6,../flightlog/report_584035_Delta Air Lines_2610.htm
06/09/2023,Peach Aviation,TPETaipei Taoyuan International ,NRTTokyo Narita ,10,../flightlog/report_586429_Peach Aviation_622.htm
06/09/2023,Transavia Airlines,EINEindhoven Welschap ,BCNBarcelona El Prat ,7,../flightlog/report_583687_Transavia Airlines_6789.htm
25/08/2023,Qatar Airways,DOHDoha International ,CGKJakarta Soekarno - Hatta ,9,../flightlog/report_582334_Qatar Airways_956.htm
24/08/2023,Etihad Airways,CGKJakarta Soekarno - Hatta ,ABUAtambua  ,5,../flightlog/report_582198_Etihad Airways_475.htm
23/08/2023,Air France,SJOSan Jose  ,CDGParis Charles De Gaulle ,8,../flightlog/report_582191_Air France_431.htm
22/08/2023,THY Turkish Airlines,EWRNew York Newark International - New York,ISTIstanbul New airport ,6,../flightlog/report_587879_THY Turkish Airlines_30.htm
21/08/2023,EasyJet,SCQSantiago De Compostela  ,LGWLondon Gatwick ,10,../flightlog/report_581974_EasyJet_8066.htm
20/08/2023,Vueling Airlines,BCNBarcelona El Prat ,AMSAmsterdam Schiphol ,7,../flightlog/report_602750_Vueling Airlines_8309.htm
19/08/2023,Transavia Airlines,AMSAmsterdam Schiphol ,BCNBarcelona El Prat ,7,../flightlog/report_602749_Transavia Airlines_5131.htm
16/08/2023,Delta Air Lines,MKEMilwaukee General Mitchell Int'l  - Wisconsin,MSPMinneapolis St Paul - Minnesota,6,../flightlog/report_581642_Delta Air Lines_2595.htm
16/08/2023,Delta Air Lines,MSPMinneapolis St Paul - Minnesota,SJCSan Jose  - California,5,../flightlog/report_581782_Delta Air Lines_2709.htm
14/08/2023,Delta Air Lines,JFKNew York John F Kennedy Int'l - New York,AMSAmsterdam Schiphol ,9,../flightlog/report_581508_Delta Air Lines_48.htm
13/08/2023,Volaris,MEXMexico City Juarez Int'l ,MIDMerida  ,9,../flightlog/report_581554_Volaris_758.htm
12/08/2023,Batik Air,DMKBangkok Don Muang ,DPSDenpessar - Bali Ngurah Rai International ,6,../flightlog/report_581313_Batik Air_7636.htm
12/08/2023,Wizz Air UK,LTNLondon Luton ,LJULjubljana Brnik ,9,../flightlog/report_606899_Wizz Air UK_5171.htm
10/08/2023,American Airlines,ORFNorfolk  - Virginia,CLTCharlotte Douglas - North Carolina,2,../flightlog/report_581139_American Airlines_2199.htm
10/08/2023,Ryanair,STNLondon Stansted ,PRGPrague Václava Havla Praha ,6,../flightlog/report_581120_Ryanair_1013.htm
08/08/2023,Ryanair UK,NQYNewquay  ,STNLondon Stansted ,5,../flightlog/report_581119_Ryanair UK_9227.htm
08/08/2023,Wizz Air UK,LJULjubljana Brnik ,LTNLondon Luton ,8,../flightlog/report_587658_Wizz Air UK_5172.htm
08/08/2023,Volaris,MIDMerida  ,MEXMexico City Juarez Int'l ,9,../flightlog/report_581553_Volaris_789.htm
07/08/2023,Batik Air,DPSDenpessar - Bali Ngurah Rai International ,DMKBangkok Don Muang ,5,../flightlog/report_580843_Batik Air_7637.htm
06/08/2023,EasyJet Europe,OLBOlbia Costa Smeralda ,BERBerlin Brandenburg ,7,../flightlog/report_580759_EasyJet Europe_5056.htm
06/08/2023,Air France,EWRNew York Newark International - New York,CDGParis Charles De Gaulle ,9,../flightlog/report_580928_Air France_63.htm
05/08/2023,Eurowings,DUSDusseldorf Rhein Ruhr ,NQYNewquay  ,6,../flightlog/report_581118_Eurowings_9346.htm
05/08/2023,Eurowings,PRGPrague Václava Havla Praha ,DUSDusseldorf Rhein Ruhr ,6,../flightlog/report_581117_Eurowings_9773.htm
03/08/2023,American Airlines,ORDChicago O'Hare international - Illinois,MSNMadison Dane County Regional-Truax Field - Wisconsin,7,../flightlog/report_580850_American Airlines_6270.htm
03/08/2023,American Airlines,RSTRochester  - Minnesota,ORDChicago O'Hare international - Illinois,7,../flightlog/report_580598_American Airlines_6140.htm
02/08/2023,Air France,CDGParis Charles De Gaulle ,WAWWarsaw Okecie ,8,../flightlog/report_584767_Air France_1246.htm
02/08/2023,British Airways,LHRLondon Heathrow ,HKGHongkong Chep Lap Kok International ,8,../flightlog/report_580624_British Airways_27.htm
30/07/2023,EasyJet Europe,TLSToulouse Blagnac ,OPOPorto Oporto - Francisco sa Carneiro ,10,../flightlog/report_580259_EasyJet Europe_7702.htm
30/07/2023,Ryanair,MADMadrid Adolfo Suárez ,OPOPorto Oporto - Francisco sa Carneiro ,10,../flightlog/report_580260_Ryanair_572.htm
30/07/2023,TAP Air Portugal,LISLisbon Lisboa ,OPOPorto Oporto - Francisco sa Carneiro ,10,../flightlog/report_580262_TAP Air Portugal_1924.htm
30/07/2023,EasyJet Europe,NCENice Cote D'Azur ,OPOPorto Oporto - Francisco sa Carneiro ,10,../flightlog/report_580263_EasyJet Europe_1743.htm
30/07/2023,TAP Air Portugal,FNCFunchal  ,OPOPorto Oporto - Francisco sa Carneiro ,10,../flightlog/report_580265_TAP Air Portugal_1710.htm
30/07/2023,Ryanair,CFEClermont-Ferrand Aulnat ,OPOPorto Oporto - Francisco sa Carneiro ,10,../flightlog/report_580276_Ryanair_6295.htm
29/07/2023,Endeavor Air,YULMontreal Trudeau International (Dorval)  - Quebec,JFKNew York John F Kennedy Int'l - New York,6,../flightlog/report_580302_Endeavor Air_5104.htm
29/07/2023,Delta Air Lines,JFKNew York John F Kennedy Int'l - New York,DFWDallas Dallas Ft Worth - Texas,5,../flightlog/report_580303_Delta Air Lines_315.htm
29/07/2023,Air Canada,YVRVancouver  - British Columbia,YYZToronto Pearson Int'l - Ontario,4,../flightlog/report_586543_Air Canada_114.htm
29/07/2023,Air Canada,YYZToronto Pearson Int'l - Ontario,GRUSao Paulo Guarulhos Int'l ,6,../flightlog/report_586544_Air Canada_90.htm
28/07/2023,Delta Air Lines,MSPMinneapolis St Paul - Minnesota,RSTRochester  - Minnesota,6,../flightlog/report_580232_Delta Air Lines_2578.htm
28/07/2023,Delta Air Lines,SFOSan Francisco San Francisco International - California,MSPMinneapolis St Paul - Minnesota,6,../flightlog/report_580191_Delta Air Lines_1082.htm
27/07/2023,Ryanair,BGYMilan Orio Al Serio ,LUXLuxembourg Findel ,8,../flightlog/report_580182_Ryanair_3492.htm
26/07/2023,Delta Air Lines,AMSAmsterdam Schiphol ,JFKNew York John F Kennedy Int'l - New York,8,../flightlog/report_580048_Delta Air Lines_47.htm
26/07/2023,Luxair,LPALas Palmas De Gran Canaria Gando ,LUXLuxembourg Findel ,9,../flightlog/report_580155_Luxair_704.htm
25/07/2023,China Southern Airlines,KMGKunming  ,SZXShenzhen  ,8,../flightlog/report_579981_China Southern Airlines_5788.htm
23/07/2023,Qatar Airways,CGKJakarta Soekarno - Hatta ,DOHDoha International ,9,../flightlog/report_579883_Qatar Airways_957.htm
23/07/2023,Ryanair,LUXLuxembourg Findel ,BGYMilan Orio Al Serio ,8,../flightlog/report_580181_Ryanair_3493.htm
22/07/2023,Delta Air Lines,DFWDallas Dallas Ft Worth - Texas,JFKNew York John F Kennedy Int'l - New York,9,../flightlog/report_579969_Delta Air Lines_451.htm
22/07/2023,Endeavor Air,JFKNew York John F Kennedy Int'l - New York,YULMontreal Trudeau International (Dorval)  - Quebec,6,../flightlog/report_579970_Endeavor Air_5120.htm
20/07/2023,Condor,FUEFuerteventura  ,HAMHamburg Fuhlsbuettel ,10,../flightlog/report_584980_Condor_1441.htm
19/07/2023,United Airlines,LASLas Vegas Mccarran International - Nevada,LAXLos Angeles International - California,9,../flightlog/report_579609_United Airlines_4786.htm
19/07/2023,United Airlines,LAXLos Angeles International - California,EWRNew York Newark International - New York,5,../flightlog/report_579611_United Airlines_1637.htm
